,linkPoster,name,role,time,content,content_img,react_list,comment,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
388,No link,Người tham gia ẩn danh,Thành viên,14 tháng 11 lúc 23:04,Anh chị cho em lời khuyên về việc học bằng T. Anh đầu ra với ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,182.0,180.0,164.0,139.0,52.0
389,No link,Người tham gia ẩn danh,Thành viên,14 tháng 11 lúc 22:52,"Cho mình hỏi có ai đki bằng lái xe A1 khoá 42 ngày 17/10 k ạ? . bài mình hỏi một xíu ạ, mình cảm ơn",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,183.0,181.0,165.0,140.0,53.0
390,No link,Người tham gia ẩn danh,Thành viên,14 tháng 11 lúc 20:55,"ac ơi cho em hỏi ngành VNH nên đk học phần thầy cô nào là ổn ạ 
 cho e xin bí quyết của ng đi trc truyền lại",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,184.0,182.0,166.0,141.0,54.0
391,No link,Người tham gia ẩn danh,Thành viên,14 tháng 11 lúc 20:43,Mn cho mình hỏi lúc nào có lịch thi B1 tháng 12 vậy ạ,No picture,"{'Thích': '4', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'HiếU HiếU', 'content': 'Đây nha b'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả HiếU HiếU ê ý là cứ tới thời gian như trên là mình lên trường à b,hay phải đợi đăng thông báo mới có link đky'}, {'name': 'HiếU HiếU', 'content': 'Người tham gia ẩn danh đến tầm khoảng 26.27/11 sẽ có thông báo trên trang trường á b'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Qqqq'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Aaa'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Nnn'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Uuu'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Bbb'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Ggg'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Ccc'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Xxx'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Zzz'}]",185.0,183.0,167.0,142.0,55.0
392,No link,Người tham gia ẩn danh,Thành viên,14 tháng 11 lúc 17:56,"Chào mọi người em sinh năm 2007, anh chị cho em hỏi là năm sau các ngành bên sư phạm có còn được miễn học phí không ạ",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Hoàng Sâm', 'content': 'Được miễn học phí và hỗ trợ sinh hoạt phí nếu em đăng ký Nghị định 116 nhé.'}]",186.0,184.0,168.0,143.0,56.0
393,No link,Người tham gia ẩn danh,Thành viên,14 tháng 11 lúc 16:59,"Dạ em có để quên một bình nước 1L ở trong khuôn viên trường, anh chị bạn nào có thấy cho em nhận lại. Em xin cảm ơn",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,187.0,185.0,169.0,144.0,57.0
394,No link,Người tham gia ẩn danh,Thành viên,14 tháng 11 lúc 16:38,Hôm nay sinh nhật crush tặng gì đc mn,No picture,"{'Thích': '3', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '3', 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}","[{'name': 'Thinh Nguyen', 'content': 'Baby Three'}, {'name': 'Hoài Thương', 'content': 'Thinh Nguyen mài giàu dữ lun á'}, {'name': 'Thinh Nguyen', 'content': 'Hoài Thương đang nghèo đừng đồn v chứ'}, {'name': 'Hoài Nam', 'content': 'Tặng gấu bông'}, {'name': 'Phương Huyền', 'content': 'Hoài Nam quà cho em thì không thấy đâu đi cmt mấy cái này là giỏi Đinh Thanh Thuỷ nhỉ'}, {'name': 'Đinh Thanh Thuỷ', 'content': 'Đinh Thanh Thuỷ Phương Huyền droii ấy Hoài Nam tồi vãi'}, {'name': 'Xuân Trường', 'content': 'Tặng em cuốn lịch làm quà Tặng em hết cả năm xa tháng dài Tặng em cả trái tim này Thẹn thùng chi chọn một ngày đi em'}, {'name': 'Nt Hue', 'content': 'Này nè'}, {'name': 'Lê Nguyễn Gia Nhân', 'content': 'Crush cs nhận ko mà tăng'}]",188.0,186.0,170.0,145.0,58.0
395,No link,Người tham gia ẩn danh,Thành viên,14 tháng 11 lúc 13:43,mình sinh viên năm nhất có thích một chị năm hai nhưng mà mình bị tự ti nên giờ kh biết phải làm sao nữa,No picture,"{'Thích': '6', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '11', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'An Phuc', 'content': 'Vy Dang c ni hì rân e'}, {'name': 'Vy Dang', 'content': 'An Phuc rồi đó mới dậy gặp m'}, {'name': 'PViết Lợi', 'content': 'Thì th'}, {'name': 'Lê Viết Quang Trí', 'content': 'PViết Lợi'}, {'name': 'Phan Cao Kiều Duyên', 'content': 'thì đừng tự ti nữa tự tin lên là được'}, {'name': 'Nguyễn Hoàng Anh', 'content': 'Mạnh dạn lên'}, {'name': 'Trần Minh Trí', 'content': 'Tới luôn đê cậu ơi'}, {'name': 'Hồng Hạnh', 'content': 'Thì mình đừng thích nữa'}, {'name': 'Zũ Mộng Mer', 'content': 'Tìm hiểu thêm về con người ta đi, xem họ thuộc tuýt chủ hay bị động cái đã rồi tính'}, {'name': 'Nguyễn Tien', 'content': 'Tìm in4 đi tán cho mà xui xui bị nàng phủ thì thôi nha'}, {'name': 'Quỳnh Lê', 'content': 'Thích năm 3 đi là hết tự ti đk cậu Nguyễn Thị Thanh Tuyền'}, {'name': 'Nguyễn Thị Thanh Tuyền', 'content': 'Quỳnh Lê vô tay cậu nó hư luôn á:))'}, {'name': 'Quỳnh Lê', 'content': 'Nguyễn Thị Thanh Tuyền chưa ai làm gì luon mà'}, {'name': 'Nguyễn Thị Thanh Tuyền', 'content': 'Quỳnh Lê ai biết được'}, {'name': 'Trần Gia Hân', 'content': 'Tt thoi, biết đâu mình có bồ. :))))'}]",189.0,187.0,171.0,146.0,59.0
396,No link,Người tham gia ẩn danh,Thành viên,14 tháng 11 lúc 13:43,"Hi mọi người,tớ là svien trường khác,tớ là con trai hong phải đa cấp nhưng mà muốn làm quen với svien trường mình có được hong,kiểu kiếm thêm bạn mới thoi",No picture,"{'Thích': '11', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '3', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Xuân Trường', 'content': 'Cớm nằm vùng đây'}, {'name': 'Minh Nguyệt', 'content': 'Xuân Trường ghê thiệc'}, {'name': 'Nguyễn Hoàng Anh', 'content': 'Bạn có giỏi xstk k?'}, {'name': 'Hồng Linhh', 'content': 'Hồng Linhh Nguyễn Hoàng Anh bạn có giỏi thống kê hông'}, {'name': 'Nguyễn Hoàng Anh', 'content': 'Hồng Linhh hong nên mình mới hỏi đó'}, {'name': 'Nhat Quynh', 'content': 'https://www.facebook.com/share/p/5bUFnkaRHHexCR1Q/ like share bài ni, em gth cho chục em trong lớp đang độc thân ạ'}, {'name': 'Nguyễn Thị Thùy Linhh', 'content': 'Nguyễn Thị Thùy Linhh Nhat Quynh ả ni cơ hội quá'}, {'name': 'Nguyễn Lê Bảo Duy', 'content': 'Nhat Quynh đã like share và comment :))'}, {'name': 'Quang Chu', 'content': 'Nguyễn Lê Bảo Duy chụp bằng chứ mới tin'}, {'name': 'Mai Oanh', 'content': 'Nhat Quynh 10₫ ko có nhưng'}, {'name': 'Trà My', 'content': 'Nhat Quynh lớp trưởng mô? cộng cho bạn ni 100 đrl'}, {'name': 'Nhat Quynh', 'content': 'Trà My người đẹp nói gì cũng đúng'}, {'name': 'Light Of Night', 'content': 'Nhat Quynh đã like vad share ạ, chờ nổ inbox'}, {'name': 'Nhat Quynh', 'content': 'Light Of Night share công khai ngài oii'}, {'name': 'Nt Hue', 'content': 'Giỏi lịch sử với địa lý ko'}, {'name': 'Hoài Nhị', 'content': 'Nt Hue hông'}, {'name': 'Nt Hue', 'content': 'Hoài Nhị thế mà đòi lq sv sp cậu he'}, {'name': 'Light Of Night', 'content': 'Nt Hue cựu sv sư phạm khoa lịch sử dc hông e'}, {'name': 'Nt Hue', 'content': 'Light Of Night thế add biết tính địa lí đại cương hong'}, {'name': 'Quốc Đạt', 'content': 'Giải tích oke auto làm quen'}, {'name': 'Nhat Quynh', 'content': 'pass Nguyễn Thị Thùy Linhh Hoang Chi Trinh Ori Đặng Trâm Ah Dang Yen Thy Oanh Mai Nguyễn Hiền Nquỹn Thi Xuann'}, {'name': 'Hoang Chi', 'content': 'Hoang Chi Nhat Quynh em nè'}, {'name': 'Đặng Trâm Ah', 'content': 'Nhat Quynh omgg em thíc lắm mất ngủ luôn'}, {'name': 'Dang Yen Thy', 'content': 'Nhat Quynh bạn trai chớ bạn mới thì t nhiều rồi m'}, {'name': 'Đặng Chanh', 'content': 'Thùy Dươngg Ngoc Anh thêm bạn đê'}, {'name': 'Thùy Dươngg', 'content': 'Đặng Chanh nghe mùi quá'}, {'name': 'Vân Khánh Trần', 'content': 'Thu Thuỷ đây có b e đây'}, {'name': 'Thu Thuỷ', 'content': 'Thu Thuỷ Vân Khánh Trần thôi ngại làm quen lúm'}]",190.0,188.0,172.0,147.0,60.0
397,No link,Người tham gia ẩn danh,Thành viên,14 tháng 11 lúc 13:43,"Bạn cùng phòng dẫn ngiu về trọ ngủ không thông báo gì hết
. Sáng sớm lờ mờ con mắt dậy phòng tối hết hồn tưởng m.a nằm kế bên nó:))))",No picture,"{'Thích': '5', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '14', 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}","[{'name': 'Xuân Trường', 'content': 'Ma cù'}]",191.0,189.0,173.0,148.0,61.0
398,No link,Người tham gia ẩn danh,Thành viên,14 tháng 11 lúc 13:43,"TÁN KH ĐỒNG Ý, THÍCH NGƯỜI KHÁC BỊ NÓI LĂNG NHĂNG
Tán 8 tháng, tỏ tình 4 lần ko đổ, vừa quay sang yêu người khác thì trách mình lăng nhăng
  ?!!?!
Có ai gặp trường hợp khó hiểu như em ko ạ? Em với bạn này bằng tuổi, cùng khoá khác khoa tại trường, giờ cả 2 đều ra trường đi làm được 2 năm.
Trước bạn ấy có bạn trai nên em ko dám tán mặc dù mình cũng có thích, đợt năm vừa rồi thì bạn chia tay nên em mới nhân cơ hội tán bạn ấy.
Trong suốt thời gian 7 tháng tán, ngòai trò chuyện trên Zal*, FB thì em cũng đưa bạn ấy đi ăn đi chơi đi xem phim uống nước đủ kiểu và tất cả em mời tất, ko yêu cầu bạn ấy trả 1 đồng, em còn tặng quà cho bạn ấy (tháng khoảng 2-3 lần) vì xác định đó gọi là tình phí, 2 là để gây ấn tượng với bạn ấy…cùng với đó, em cũng tỏ tình bạn ấy 4 lần…
Lần thứ nhất bạn ấy nói chưa sẵn sàng yêu
Lần thứ 2 nói cần thêm thời gian
Lần thứ 3 nói chưa đủ tin tưởng
Lần thứ 4 nói đợi thêm 1 thời gian
Lần nào cũng từ chối nhưng rủ đi chơi đi xem phim thì vẫn cứ là OK….Người ta bảo quá tam 3 bận nhưng em đây lần thứ 4 nên chán, dần dần cũng ko nhắn tin, ko rủ bạn ấy đi nữa bạn ấy cũng im lặng.
Em quay ra tán 1 em khác kém 1 tuổi, trộm vía 3 tuần đổ luôn nên em cũng công khai, tính em là ko giấu gì cả nhưng mọi người biết gì ko? Bạn kia quay lại nhắn em bảo là:
- Tưởng thế nào chứ cũng là thằng đàn ông lăng nhăng thôi?
- Lăng nhăng chỗ nào?
- Thì tự nghĩ xem. Cái gì nói cũng hay, cũng tốt, xong tán người ta chưa đổ đã đi tán người khác, tưởng thế là hay?
- Ủa alo, mình tán bạn 7 tháng, tỏ tình 4 lần bạn ko đồng ý giờ bạn đòi hỏi gì?
- Thôi thôi, người ta tán còn cả năm, cả mấy năm kia kìa, mới 7 tháng đã thay lòng đổi dạ, chúc cô gái bên bạn gặp nhiều may mắn nhé
*éo hiểu như nào mới vừa mọi người à? Mời đi ăn đi chơi đi khắp thế gian ko đồng ý, giờ mình mở lòng với người khác thì quay lại chỉ trích. CỨU còn đi nhắn tin với bạn gái em nữa?  ủa alo?",No picture,"{'Thích': '17', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '23', 'Wow': 0, 'Buồn': '5', 'Phẫn nộ': 0}","[{'name': 'Thơm', 'content': 'Mai Văn Long con có lăng nhăng ri không con :))'}, {'name': 'Thị Yến', 'content': 'Có không giữ mất tiếc ghê ha'}, {'name': 'Thành viên ẩn danh 333', 'content': 'mất cây atm :)) không tiếc mới lạ :))'}, {'name': 'Nt Hue', 'content': 'Mất chỗ đào mỏ nên tiếc'}, {'name': 'bnhi丨ꪮৎ', 'content': 'Khánh Linh Nga LinhThảo Vy ^^'}, {'name': 'Minh Đức', 'content': ''}]",192.0,190.0,174.0,149.0,62.0
399,No link,Người tham gia ẩn danh,Thành viên,14 tháng 11 lúc 13:42,Chị ở Penthouse có tiếng ở ĐN. Lương 100tr/tháng. Mới mua xe audi chuẩn bị mua thêm vài miếng đất mà chị vẫn còn FA chị sinh năm 75 rất hân hạnh làm quen với các bạn nam trường mình. Thật ra chị rất thích trai trẻ nên chị đăng bài tìm người yêu nè ai làm người yêu của chị được chị mua cho Iphone 16 nhé cục cưng,"{0: 'https://scontent.fdad3-4.fna.fbcdn.net/v/t39.30808-6/466775619_456700470368400_9035461957390557064_n.png?stp=dst-png_p526x296&_nc_cat=105&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeEHudmbt5zirXbCYzhtOZkcFFvgG1yMe74UW-AbXIx7vhZhH7953pXqM4KVrY_-G1Ljvq5QVQNPy965_EWHrzog&_nc_ohc=Iv0wKvjgYu0Q7kNvgH_0iYJ&_nc_zt=23&_nc_ht=scontent.fdad3-4.fna&_nc_gid=Awaiq4Cmhal_ImVfC-th-Sy&oh=00_AYAiE4R2hClWth3VgHqiQ6lYMuCT9FfUEXnsO0TqlNFyTA&oe=673FB128', 1: 'https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png', 2: 'https://static.xx.fbcdn.net/images/emoji.php/v9/t6c/1/16/2764.png'}","{'Thích': '21', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '80', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Nguyễn Sông Thương', 'content': 'Emmmmmmm'}, {'name': 'Phan Thị Bảo Ngọc', 'content': 'Nguyễn Sông Thương em với'}, {'name': 'Minh Đức', 'content': 'Em 1m7 65kg . Ngoại hình ưa nhìn, vóc dáng ổn áp vì có tập gym, chí tiến thủ ứng tuyển ạ'}, {'name': 'Như Tình', 'content': 'Minh Đức mắc ói'}, {'name': 'Minh Đức', 'content': 'Như Tình sự thật thường khó nghe'}, {'name': 'Phục Hưng Nguyễn', 'content': 'Chị trong truyền thuyết à'}, {'name': 'Ho Thien Lam', 'content': 'em ạ'}, {'name': 'Đặng Thanh Phú', 'content': 'Mới hơn mẹ e 4 tuổi'}, {'name': 'Vo Khanh Huyenn', 'content': 'em em chị ơi'}, {'name': 'Lê Tài', 'content': 'em em'}, {'name': 'Quốc Khánh', 'content': 'Phan Trọng Anh lên đường'}, {'name': 'Quang Danh', 'content': 'Ts đi bạn Vỹ Lương'}, {'name': 'Nhung Ng', 'content': 'Hiếu Đỗ nè chị'}]",193.0,191.0,175.0,150.0,63.0
400,https://www.facebook.com/groups/1976889476160045/user/61558410909956/?__cft__[0]=AZUcwY0wcn_Bm9DppPSlvWoG_rrT0bJ7nULKpiJa6cI6_RSFrCN0X0reTzDW_hUbNsOPeXZkv6imtMsYHvSnBdB8R1xZQSN3NP9AOv7Dd7ZHlEAB978dOyQ8L88g6xyRW8QOAW4WwI20yviQUr7Y-rAsePueGeh_9sb63VTudndD0oxrkrmPBw_qnUgFqBRPvhR-etMqavBpSdEshj5c2ffL&__tn__=-UC%2CP-R,Sinh Viên Sài Gòn Confessions,Quản trị viên,"Quản trị viên
   14 tháng 11 lúc 12:15","Chào mừng các thành viên mới!
Nguyễn Thị Thu Hà,
Ngoc Anh,
Nguyễn Tấn Hoàng,
Anh Nguyen,
Hiền Thảo,
Thủy Trần,
Kim Thúy,
Văn Đăng Khoa,
Chiến Thắng,
Nguyen Linh,
Nhung Ng,
Nguyễn Tâm,
Võ Phát Lâm,
Minh Thư Lê,
Hoài Thương,
Hoang Minh,
Duy Tân,
Nguyễn'n Hoài'i,
Phạm Quốc Hưng,
Le Tu Thinh,
Lại Thị Yến Nhi,
Đinh Bảo Trang,
Phan Thị Quỳnh Như,
Đoàn Ngọc Yến Nhi,
Khang Nguyễn,
Nguyễn Khánh Linh,
Trung Hiếu,
Hậu Miii,
Hoàng Thị Mỹ Duyên,
Y. Thảo,
Nguyễn Hoài Thương,
Hải Bình,
Duy Khánh,
Lê Từ Tú Yên,
Tố Trinh,
Nguyễn Thị Hiền Trang,
Nguyen Thi Van Anh,
Khổng Hồng,
Mîkhā'ēl Hoàng Quốc,
Văn Tâm,
Lê Bin,
Ngô Thi,
Hoàng Loan,
Tuy Ển,
Thúy Kiều,
Như Quỳnh,
Mai T. Đào,
Thúy Trâm,
Thuy Duong,
Cônh Ving,
Lê Trung Tư Thương,
Võ Thành Thắng,
Hồ Tâm,
Trà Giangg,
Phước Phước,
Phương Thùy,
Restaurant Phuong Hai Vui,
Nguyễn Phúc,
Nguyễn Thị Mai Giang,
Tâm Hoàng,
Thương Võ,
Ly Nguyen,
Son Nguyen,
Phamthuy My Danh,
Hồng Trang,
Nguyễn Duy Long,
Nguyễn Dũng,
Thanh Thịnh,
Thương Thanh,
Duy Nguyen,
Kim Huyền,
Bui Anh Nguyet,
Mai Ngân,
Khiết Đan,
Ha Phuong Tran,
Rơ Châm Ngưn,
Đặng Phương,
Nguyễn Thị Lụa,
Đoàn Gia Lộc,
Ngọc Diệp,
Thyy Dung,
Hoàng Uyên,
An An,
Thu Hòa,
Đinh Thị Vi Thảo,
Mai Anh,
Trần Văn Tâm,
Yến Nhi,
Trần Tiến Trung,
Bichh Lienn,
Kiều Duyên,
Photocopy Yến Nhi,
Nguyễn Hưng,
Bùi Tuyền,
Tuấn Lê,
Như Quỳnh,
Phương Nam,
Phương Võ,
Ngô Hiệp,
Lý Quốc Tiến,
Như Tình,
Nguyễn Thị Phương Nguyên,
Ngọc Trâm,
Châu Nghị,
Xu Inn,
Thu Phương,
Võ Sen,
Nguyễn Hòa Minh Thư,
Tram Anh,
Anh Tú,
Huỳnh Thị Xuân Thủy,
Phạm Thu,
Nguyễn Thanh Nguyên,
Ng Linh Chi,
Hồ Đình Hiếu,
Thùy Linh,
Anh Pham,
Quoc Huy,
Thu Huyền,
Đặng Thị Minh Thư,
Nhi Nguyễn,
Ng T Anh Nguyet,
Lê Thuý Nga,
Trần Trọng Dương,
An Nguyen,
Thị Niên,
Bảo Ngọc,
Trà Chanh Mật Ong,
Bí Đỏ,
Chang Chang,
Hồng Nhung,
Thanh Hiền,
Trang Nguyen,
Nguyễn Thanh Vị,
Trần Bảo Nguyên,
Ngô Duyên,
Nguyen Thanh Lam,
Hằng Hồ,
Trần Gia Hân,
Nhật Phương,
Nguyễn Hoàng Quang Huy,
Lê Gia,
Gia Đặng,
Trần Xuân Bách,
Mai Hương,
Xinh Võ,
Zy Dy,
Thi Hạng,
Nhàng Lê,
Loan Le,
Nadi Diễm,
Ngoc Dang,
Hương Lê,
Mai Anh,
Phương Dung,
Đặng Văn Tiến,
Kim Nguyên,
Nguyễn Minh Nhật,
Trịnh Phương,
Bùi Trần Ny Sa,
Ph Ngân Hà,
Bao Banh,
Đình Phương,
Dũng Vũ,
Quang Hoà,
Hyang Hy,
Quỳnh Như,
Đường Cẩm Nhung,
Nguyễn Thị Thanh Văn,
Thùy Duyên,
TraMy Nguyen,
Thiên Ân,
Linh Hoàng,
Duyên Bùi,
Thu Ba,
Đặng Thị Phương Thảo,
Hoàng Tú Uyên,
Cao Long,
Minh Nguyễn,
Ngoc An,
Hiệp Võ,
tấn nguyễn,
Nga Lch,
Suri Trần,
Trần. Duy,
Bích Loan,
Trần Sương,
Minh Minh,
Tài Văn,
Phươngg Thảo,
Diệp Phúc Thịnh,
Ngọc,
Huyền Trang,
Nguyễn Hương,
Đinh Mai Linh,
Trâm,
Hoàng Minh Nghĩa,
Song Thương,
Bích Xuyến,
Chinh Vo,
Võ Hoài Thương,
Khánh Ngọc,
Ngọc Mỹ,
Nguyễn Thị Minh Thư,
Đỗ Đại Học,
Ngân Trần,
Nguyễn Minh Hoàng,
Vương Trung Quyền,
An Huỳnh,
Meii Phamm,
Nguyễn Đạt,
Hatsady Pmk,
Mai Kute,
Phuc An,
Quỳnh Như,
Minh Châu,
Lê Bình,
Nguyễn Lê Hàm Tiếu,
Kieu Chau,
Ngọc Tú,
Gia Hân,
Ánh Ly,
Hoàng Thu Hà,
Nguyễn Hoàng,
Trần Duy Khánh,
Phan An,
Ly Ka,
Cao Anh Thu,
Lee Vanh,
Thanh Hương,
Phan Quỳnh,
Nguyễn Đức Thắng,
Hoàng Triều,
Khánh Huyềnn,
Quỳnh Như,
Ngọc Ánh,
Nguyễn Hà,
Hà Ly,
Văn Phúc,
Trần Nguyên Trang,
Tịnh Tâm,
Hoài Hoàng,
Lê Thị Kim Huệ,
Duc Anh,
Hương Giang,
Khoai Tây Chiên,
Nguyễn Bảo Ngân,
Đậu Xuân Quang,
An Thy,
Phùng Quỳnh,
Lie Lee,
Phạm Nhi,
Xuân Lý,
Xuân Trường,
Cam Cam,
Mai Quách,
Dương Châu,
Võ Phuong Anh,
DT Ngọc Diễm,
Hoangg Duyy,
Nguyễn Vũ Thùy Trâm,
Nguyễn Phạm Hoàng Giang,
Nakano,
Hoàng Kim Phụng,
Thanh Tùng,
Đỗ Trường Phúc,
Lê Hồng,
Ngọc Thảo,
Đặng Thị Thúy Nga,
Sam Son,
Tống Thị Thanh Trúc,
Nghi Quang,
Nguyễn Mai Hương,
Hiếu Hồ,
Lê Quỳnh,
Hân Nguyễn,
Nguyễn Hồng Chiến,
Thiện Phạm,
Nguyễn Thanh Nguyên,
Thắng Trương,
Lê Hiếu,
TN Trường Giang,
Phan Hương Giang,
Ly Ly,
Hoàng My,
Minh Nguyệt,
Huỳnh Vân,
Phùng Quốc Tịnh,
Phương Hoàng,
Phan Kieu,
Nguyễn Duy,
Nguyễn Quyên,
Khoa Phan,
Nguyễn Khánh Ly,
Ánh Dương,
Diệu My,
Nguyễn Xuân Thành,
Linh Chi,
Trần Thùy Dương,
Phan Thị Tình",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,194.0,192.0,176.0,151.0,64.0
401,No link,Người tham gia ẩn danh,Thành viên,14 tháng 11 lúc 08:19,"cho em hỏi với ạ,em định thi lại thì ued xét chương trình cũ hay mới ạ",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,195.0,193.0,177.0,152.0,65.0
402,No link,Người tham gia ẩn danh,Thành viên,14 tháng 11 lúc 01:01,Cho em hỏi môn giáo dục mầm non nên học cô nào vậy mấy anh chị ơi?,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Thảo Hiếu', 'content': 'Cô giáo như mẹ hiền'}]",196.0,194.0,178.0,153.0,66.0
403,No link,Người tham gia ẩn danh,Thành viên,14 tháng 11 lúc 00:27,A chị khóa trên cho e hỏi nên học tự chọn bài tập trong Khoa học tự nhiên kg ạ?,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,197.0,195.0,179.0,154.0,67.0
404,No link,Người tham gia ẩn danh,Thành viên,13 tháng 11 lúc 23:51,What ???? Ngáo ngơ được vô chung kết ???? Đúng là ban văn nghệ :)) sắp xếp hết rồi,No picture,"{'Thích': '17', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '28', 'Wow': 0, 'Buồn': '5', 'Phẫn nộ': 0}","[{'name': 'An Nguyễn', 'content': 'Mình xin giải đáp thắc mắc của bạn, tiết mục của BVN được vô chung kết chỉ để diễn và không có tư cách tham gia dự thi như các tiết mục của lớp. Việc có 2 tiết mục trong chung kết là để đảm bảo khoảng cách thời gian giữa các lớp, 2 tiết mục này để hỗ trợ diễn cho Khoa thôi. Hi vọng các thắc mắc nào bạn nên làm rõ trước khi hỏi trên này nhé! Mình cũng mong các bạn tham gia cuộc thi với tinh thần thỏa mái và tránh có những thông tin không tốt vì mục đích cuối cùng là để tri ân cho thầy cô nhé.'}, {'name': 'Nguyễn Gia Huy', 'content': 'Hoàng Thái ông đăng đúng ko'}, {'name': 'Hoàng Thái', 'content': 'Nguyễn Gia Huy k nhớ'}, {'name': 'Nguyễn Gia Huy', 'content': 'Hoàng Thái :)))'}, {'name': 'Nguyễn Chiến', 'content': 'chớ có thi đâu mà???'}, {'name': 'Quốc Đạt', 'content': 'Uyên Đào nói câu điếng người, xịt keo cứng ngắc =))'}, {'name': 'Nguyễn Thị Thảo Nguyên', 'content': 'An Nguyễn Ngọc Trai Trần ê nha ê nha'}]",198.0,196.0,180.0,155.0,68.0
405,No link,Người tham gia ẩn danh,Thành viên,13 tháng 11 lúc 20:41,chuyện là em muốn xin in4 chị áo sơ mi trắng nhảy hàng đầu ở nhà đa năng ạ,No picture,"{'Thích': '5', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,199.0,197.0,181.0,156.0,69.0
