content,label,start
Bên trong có vết lỗi vải,NEG,1
"Chất lượng sản phẩm rất kém, mới gởi về hư card ,Đóng gói sản phẩm rất kém, thùng máy tính bị bể",NEG,1
"Cảm ơn shop, giao hàng nhanh nữa",POS,4
Chất lượng sản phẩm tốt,NEU,3
"Chat trc với shop báo hỏi đơn kiểm tra hàng màu còn hay hết, dặn shop màu lun mà đến lúc giao vẫn sai. 3 mẫu sai màu hết 2 mẫu",NEG,1
"Chất hơi cứng chút nhưng vẫn ok, tương xứng với giá tiền",NEU,3
Vải đẹp nhưng size quá bụ,NEG,2
Mội tội em gầy quá nên eo hơi rộng phải đi bóp lại 1 chút.,NEU,3
Vải khá ổn,POS,4
"Hàng thì chuẩn nhé, đóng gói hàng rất kĩ ạ",POS,4
Thời gian giao hàng chậm,NEG,2
Mua 3 quần nhưng shop ship thiếu 1 quần,NEG,2
Shop phục vụ tốt,POS,5
Áo bị thủng 1 lỗ -_-,NEU,3
Cứ chuyển sang đèn xanh rồi quay về đèn đỏ,NEU,3
Thời gian giao hàng rất nhanh,POS,4
Coi phim vẫn rất hời lun á,NEG,2
Song đây cũng là 1 sản phẩm đáng để đầu tư,POS,5
Còn mỗi màu đỏ nữa là đủ màu r ạ hihi Chất lượng sản phẩm tuyệt vời,POS,5
Vải rất mỏng,NEG,2
Áo đẹp ❤ đóng gói chắc chắn ❤,POS,4
Potay,NEU,3
Kiểu đẹp nhưng chất xấu,NEG,1
Đẹp,NEU,3
Chât lượng sp ok,POS,4
Đóng gói kém,NEG,1
Anh chị em nào muốn mua áo thì nên ấn ngay nút mua hàng,POS,5
Giao hàng nhanh,POS,5
Đóng gói xấu,NEG,2
Giao nhầm màu. 1 trắng 1 xanh mà giao cho 2 xanh,NEG,2
"Vải đẹp, nhưng hàng bị lỗi,phải đi sữa lại,tiếc thật",NEU,3
Đúng giá tiền,NEU,3
Chân váy k co giãn mấy,NEU,3
"Áo y hình vải hơi mỏng nhưng dáng đẹp , đáng tiền mua",NEU,3
Nếu màu đậm hơn 1 xí nữa là đẹp,POS,4
Tự nhiên lại lộ đường chỉ may màu xanh trên cạp váy màu đen,NEG,2
Mình 43kg cao 1m57 mặc hơi rộng,NEU,3
"Chất lượng sản phẩm kém, vải nhiều nilon mặc nóng, kiểu dáng đẹp",NEG,1
"Thời gian giao hàng nhanh. dáng áo ok nhưng nhão, chạm đâu cũng bj rút sợi",NEU,3
Mau ma spham dep.chat luong vai kha tot.hop voi gia minh mua.giao hanh nhanh chong,POS,5
^^,NEU,3
Đáng yêu quá trời luôn shop ạ,POS,5
Thanks,POS,4
Không đáng tiền bị méo nhg may kh giống những cái còn lại kh bắt trả hàng là may r đó shop Rất không đáng tiền,NEG,1
Lớp nỉ bên trong hơi mỏng,NEG,2
"Kiểu cổ áo mặc lên kì kì, Mình mặc ko đep",NEG,2
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm rất kém,NEU,3
Thích thì mua không thích thì thôi,NEG,1
Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,POS,5
Thời gian giao hàng nhanh,POS,4
,NEG,1
Lần thứ 4 mua hàng từ shop và rất ưng ý =),POS,4
"Vải thoáng mát, ít nhăn",POS,4
"So với giá thì chất ok, nhưng quần hơi ngắn",POS,4
Dù chất lượng có tốt thế nào đi nữa mà cách làm việc thế này thì mình xin cho 1*,NEG,1
"Nói chung thì áo đẹp, chị chủ cũng dễ thương nữa, cảm ơn chị nhiều nhiều",POS,5
"Đường may xấu, vải nhăn và cứng, giá này thì mình cũng chấp nhận, nhưng form áo không giống loại hàng mẫu mặc tròn hình shop đăng",NEG,2
"Hàng ok, ở ngoài hơi nhỏ so vs mình nghĩ kkk, để dc 1 máy 1 lens sony thôi, ko dc 2 lens",NEU,3
Mình mặc szie S con rộng á vậy mà gửi cho mình tặng 3 szie,NEU,3
Chất lượng sản phẩm tuyệt vời,POS,4
"Chất vải mát, dáng ổn nhưng chỉ thừa nhiều quá",POS,4
K biết có phải nguyên chất k Chất lượng sản phẩm tạm được,NEU,3
"Áo nhẹ, vải mát, tuy nhiên mặc bị hở phần cúc ở ngực",NEU,3
Đẹp không tì vết ❤️ ship max nhanh ạ 😘 chị chủ shop max đáng yêu 💕,POS,5
"áo ngắn và xấu, không đẹp như trong hình, muốn trả hàng nhưng shop k chấp nhận",NEG,1
Thiết kế ko bắt mắt,NEG,2
Shop đã liên hệ mình để gửi lại áo mới,POS,5
Rất hài lòng,POS,5
"Xin lỗi shop nhưng mà sản phẩm quá tệ, đóng gói ko cẩn thận, áo thì đường may kém, may xiên sẹo còn có chỗ ko thèm vắt sổ, dáng áo thì tệ khỏi nói, vải thì khi giặt phai tùn lum hết cả",NEG,1
Vải thì ok nhưng Em đặt đen nhưng shop giao đỏ,NEG,2
Shop giao hàng không đúng mẫu,NEU,3
"Quần đẹp, vải mềm, mua cho mẹ cứ tưởng chật mà cuối cùng vừa vặn mỗi tội vải ko co giãn nên mẹ e cũng ko ngồi được xuống cơ mà chả sao vì mẹ e ko bao giờ ngồi xổm, đóng gói siêu cẩn thận, mở cái bọc mà toát mồ hôi 😅, shop rep ib nhiệt tình, 5* 😊",POS,5
"Mình liên hệ thì shop nói giao nhầm, mình đến shop đổi hàng mới biết đã hết màu mình đặt..",NEG,2
yêu cầu shop cập nhật thêm áo vì mua đến lần thứ 2 rồi vẫn muốn mua thêm nữa mà toàn bị hết size. mình mua 6 cái áo của shop rồi và cái nào cũng ưng hết,POS,5
"Quần may đẹp, vải tốt, có điều to quá hic hic, hơi to quá so với kiểu ống bự hay s ấy, mình mặc size XL do mình mập lắm, mà ống vẫn siêu to, như váy luôn =)) nên mấy bạn mua consider size nhỏ xuống 1 size chắc vừa đấy",NEU,3
Mà vải cũng y như vậy nè,NEG,2
"Áo chất lượng tương đối, còn mùi cao su nồng quá",NEU,3
Chất lượng sản phẩm kém Và k dc như mong đợi,NEG,1
Cảm ơn shop,POS,5
Đóng gói chưa cẩn thận lắm😩,NEU,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh,POS,5
"Phần thân dưới khg ra làm sao cả, phải đem đi sửa",NEG,1
Nhưng nói chung tiền nào của lấy,NEU,3
Chat luong san Phàm rat kem,NEG,1
Lừa đảo,NEG,1
Giày không có dây giờ đi kiểu gì?,NEG,1
"Hàng rất tệ, form xấu khg mặc được luôn",NEG,1
Chất lượng sản phẩm tuyệt vời,POS,5
Kiểu cọ và form áo ở ngoài nhìn k thích lắm,NEU,3
Gửi sai sp,NEG,2
Shop phục vụ tốt,POS,5
Chỉ không biết có giảm eo thật không nhưng nói chung là tốtttt,POS,4
Áo đẹp.màu chuẩn hình,POS,4
Vải mềm,POS,4
Nói chung là được 😆😆😆,POS,4
Con thua ao 30k,NEG,2
Shop phục vụ rất tốt,POS,5
Giày rất ok,POS,5
Quần đẹp nhưng bạn nào mua nhớ nhảy 1 sz lên e 51kg mà mặc sz xl vừa in luôn k cần rút day dự là sắp mua them cai mới hi,POS,4
Quần với mức giá shopee trợ giá so với chất lượng thì hợp lý,POS,5
Gà miếng to,POS,4
Nhận được vé mà tìm không ta chổ Không biết dịch vụ sao,NEU,3
áo đẹp nhưng tay áo hơi ngắn,POS,4
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tạm được Shop phục vụ khá tốt,POS,4
Mỏng quá,NEU,3
Vải mỏng tiền nào của nấy,NEG,2
Shop ơi,NEG,2
Vải đẹp váy xinh.Mỗi tội mỏng quá 🤭,NEU,3
shop giao hang qua cham,NEG,2
Len đẹp mà cái cổ hơi lỗi tí ạ,NEU,3
Hàng nguyên seal,POS,5
Tốt nhất nên tránh k mua kẻo rước bực vào người,NEG,2
Hạt bị hư nhiều,NEU,3
"Tất đẹp y hình, chất mịn",POS,4
Rất đáng tiền Thời gian giao hàng rất nhanh,POS,5
Chị chủ dễ thương lắm.. em mua còn dc tặng vớ xinh xinh nữa .. áo mặc thích vô cùng ♡♡♡ Chất lượng sản phẩm tuyệt vời,POS,5
"Xịt rồi ngồi canh thấy chuột vẫn vô tư bò vô, haizz",NEG,1
Áo không giống hình lắm,NEG,2
Tks shop,POS,4
Size nho so voi mo ta,NEU,3
"Chất da dày dặn rất okk , đường may chắc chắn",POS,5
Đã mua lần thứ 2😘,POS,4
Xe hơi bé so vs tưởng tượng,NEG,2
Đã mua 5 chiếc mặc dần hahaa,NEU,3
form áo khác trên hình và chất siêu mỏng,NEG,2
"Sp chất đẹp, như hình, đóng gói sp chắc chắn cẩn thận",POS,4
Dáng đẹp nhưng m gầy mặc bị rộng vải này với mình là nóng còn các bạn khác mình k biết vẫn cho shop 5sao vì nc dễ thương chúc shop buôn may bán đắt nhé,NEU,3
Shop giao size 34???...,NEG,1
Mà rộng quá k mặc vừa,NEG,2
Hàng chất lượng kém,NEG,1
Sản phẩm rất đẹp,POS,5
"Đóng gói sản phẩm đẹp và chắc chắn Thời gian giao hàng nhanh. dùng sau khi rửa mặt da bị đỏ ở hai bên má, hơi rát",NEU,3
Cái váy vải không đẹp lắm,NEG,2
Áo mặc rất thích,POS,5
"Áo đẹp, chất liệu tốt, người bán hàng có tâm",POS,5
Áo đẹp lắm lắm ạ ❤️❤️😁,POS,5
"Pizza ngon, sử dụng đc voucher luôn sau khi mua nên rất tiện",POS,5
Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,POS,5
Sản phẩm khá ưng ý so với giá tiền,NEU,3
"Phần cổ hơi chặt, vải ok",NEU,3
"Size giày rộng hơn bth 36=37 ,không mang được dài như cái sõng lại rộng phần trước ngón, có vẻ giống form nam",NEU,3
"Màu 1 rất rất sáng đó =))) ai da trắng nên dùng màu 2, ngăm dùng màu 3",POS,5
Hạt óc chó và hạt dẻ Nâu k có đồ khui,NEG,2
áo may như vậy ai dám mặc .. làm ăn uy tín chúc .. shop măck đc kg tui tặng cho .. uổng tiền mua,NEG,1
Quần vải thung dãn rất nhiều,NEG,2
Chất lượng sản phẩm của các con thì được chứ của bố mẹ quá kém,NEG,1
"Áo ko dài như mô tả, chất vải thì cũng ok",NEU,3
Áo giống hình,NEG,2
Shop phục vụ khá tốt Chất lượng sản phẩm tốt,POS,5
Mà cổ áo bản cổ to hơn,NEG,2
Giao hàng nhanh,NEU,3
Áo vải kh đc đệp,NEU,3
Shop phục vụ rất kém.áo ko đẹp như hình,NEG,1
Áo đẹp :D ngoài màu vàng,NEU,3
Nhưng áo to quá,NEG,1
Chất lượng sản phẩm tuyệt vời,POS,5
Giá ca hop lý.,POS,4
"Nay mua 1 cái màu đen nhung cái màu đen lại to hơn 1 chút,nhưng e vẫn mặc dc a e cao 1m62",NEU,3
Áo xinh ạ 💋,POS,5
Phần lách hơi xấu,NEG,2
"Hàng đẹp lắm nha , còn dc shop tặng thêm 1 quần chip siêu iêu",POS,5
"Áo rộng, chất vải k đc đẹp lắm",NEG,2
Size áo ko đúng lắm,NEU,3
Rất đáng tiền nhưng áo hơi chât chút,POS,4
Không giống kích thước so với mô tả,NEG,1
Sẽ ủng hộ shop nữa,POS,5
"Hàng chưa xài nên k biết ntn, nhưng đặt màu xanh lại giao màu đen",NEG,2
Mặc đc 4 lần và k bh mặc lại nữa,NEG,1
tạm chấp nhận tuy không giống hình là mấy,NEU,3
áo chưa mặc đã tưa chỉ rồi,NEG,1
Nhưng chi mặc đươc tới 60 kg thôi nhé moi người,NEU,3
Rất đep,POS,5
Chất lg sp k đáng tiền,NEG,2
Shop giao nhầm hàng,NEG,2
Chất vải tạm được Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,POS,4
Áo to lắm ai nghen cn trai m7 mặc vs vừa sz m huhu về đem sửa mệt muốn chết quần còn có túi dằng sau nữa chứ nhưng mà vải đẹp ns chung kh mỏng đâu nheg sơ mi sờ cực đã cả quần nữa,NEG,1
Dây bị đứt,NEG,1
"Sản phẩm giống hình nhưng trông hơi giừ, chất vải nóng",NEG,2
Chất lượng sản phẩm tạm được.mong,NEU,3
Rất ưng ý với mức giá như vậy,POS,5
Đúng mẫu,POS,4
Quá bực mình,NEG,1
"Mũ hơi rộng, đội không ôm đầu lắm nhưng vẫn ổn ^^",POS,4
Hơi dơ,NEG,1
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,ngàn 🌟 cho shop luôn. 😊😊😊",POS,5
Cứng mà mỏng,NEG,1
Ship ko đúng màu,NEG,1
Chất ok hợp với giâ tiền lắm.43kg mặc vừa in.giao hàng rất nhanh.Quần xinh lắm ạ,POS,4
da chat voi shop la 1ao xh va 1ao trag ma lai xep ca 2m.trag.oai lun.bo m.trag dag e hag hay sao zay,NEG,1
Chỉ hơi rộng so với mình,NEU,3
Thời gian giao hàng rất nhanh,POS,4
Thời gian giao hàg lâu quá lần nào mua cũg vậy,NEG,1
Tất đẹp thật sự đó ạ,POS,4
Vải mỏng,NEU,3
ai bi đau dạ dày ko nên uốn nhé,NEU,3
Sản phẩm kém nên xem kĩ trước khi mua,NEG,1
"quần ở đây 3-4 lần roiif,lần nào mua cũng ưng ý hết ahihi,chất đẹp lắm nha,giá rẻ nữa Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt",POS,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Áo trắng hơi mỏng dơ xíu n khá ok thời gian giao hàng chậm,NEU,3
Hàng tốt i như trong hình,POS,5
Hơi thất vọng ở shop này,NEG,2
H sửa còn 1 luôn,NEG,1
Chưa thấy shop nào bán hàng có tâm như shoo này ib khách tư vấn về chất vải và chất lượng hàng shop duy nhất đóng dấu cho khách bóc hàng xem hàng trực tiếp (đối với mình) còn tiền nào của nấy,POS,5
Nếu bạn đi 40 thì nên chọn size 41,NEU,3
"Chất lượng tốt, đúng như quảng cáo, giá rẻ, sẽ ủng hộ tiếp",POS,4
Chất lượng sản phẩm tốt.giao hang chưa dk nhanh,POS,4
Chất lượng sản phẩm tuyệt vời 👍,POS,5
K giống hình áo thì mong chất vải thì xấu phí tiền,NEG,1
"From áo lên rất xấu , vải không đẹp bỏ ra 250k mua bằng giá tiền đi shop mà nhận về hàng rất dỡ",NEG,1
Và con nào ăn thì con đấy chết,NEG,1
Chất lượng sản phẩm xấu,NEG,2
Đóng gói sản phẩm tuyệt vời,POS,5
Ao kg giog mau,NEG,1
Có mỗi đường vắt sổ. phải đi trần lại đường may nữa,NEU,3
Shop giao sai màu,NEU,3
Mình mua 3xl bị rộng,NEU,3
Áo đẹp giống hình,NEU,3
Hơi bẩn còn lại tốt,NEU,3
"Chất lượng sản phẩm kém, k giống trong hình",NEG,2
Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Shop phục vụ rất kém,NEG,1
"Váy quá đẹp,mặc lên rất tôn da",POS,5
Quần đường chỉ may quá kém và xấu,NEG,2
Sẽ ủng hộ shop tiếp 😍,POS,4
Rộng phải tạ mới mặc vừa,NEU,3
"Shop phục vụ rất kém Chất lượng sản phẩm rất kém， Rất không đáng tiền, giao thiếu hàng còn nói để lần sau đặt hàng bù lại, chắc còn đặt lần sau",NEG,1
sản phẩm k hoàn toàn giống hình nhưng cũng rất ok,POS,4
Chất lượng Ok nhé,POS,4
Áo k giốg hình dây 1 màu áo 1 màu giao hàng áo dơ như để lâu k biêt giặt ra ko nói chug k măc ra đường đc đâu ạ tiền nào của nấy,NEG,1
K che đc phần dưới,NEG,1
"chất len ok, dày dặn cầm nặng tay",NEU,3
Chủ shop nhiệt tình,POS,5
Nói chung là tệ hại,NEG,1
"Áo dày,đẹp",POS,5
Áo giặt ra màu,NEG,2
Shop phục vụ rất tốt,POS,5
Đẹp quá trời oiiii,POS,4
Chất nóng lắm shop ơi,NEG,2
Giao quần k đúng màu,NEG,2
Đóng gói sản phẩm rất đẹp và chắc chắn. áo mới nhưng hơi nặng mùi thuốc tẩy,POS,5
"Hôm nay mình đã nhận được quần rồi shop na,không ngờ lại nhanh đến vậy.Mua lần đầu cứ lo lo, khi nhận hàng thì thấy rất thích nên tiếp tục mua thêm, lần này vẫn siêu ưng ý,hihi.Chất quần đẹp, co giãn tốt mặc thoải mái lắm luôn",POS,4
Rất đáng tiền,POS,5
"Chất lượng sản phẩm tuyệt vời, thời gian giao hàng rất nhanh, shop phục vụ rất tốt",POS,5
Phuc vu tot,POS,5
giá rẻ mà đẹp thật sự,POS,5
"4 quần size L nhưng lại bị cái to cái bé, còn với giá tiền nvay thì cũng k mong chất đẹp hơn",POS,4
K nên mua,NEG,1
"Shop phục vụ rất tốt, cơ mà nhận váy hơi thất vọng chút, quá to so với mình chất vải cũng tồi :(( Không đáng tiền",NEG,1
Giặt xong là 2 bàn tay cũng đen theo luôn,NEG,2
Size quần nhỏ hơn so với bình thường. mặc dù mình có trừ hao rồi mà vẫn bị bó sát.sp tốt Thời gian giao hàng nhanh Đáng đồng tiền,NEU,3
Vải thô ơi là thô,NEG,1
Chất lượng sp tạm được,NEU,3
Chất bai nhão,NEU,3
Đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
Vải OK,NEU,3
Nói chung là rất hài lòng :3,POS,4
Quần thì giao cho mình bé quá dù đã nói cân nặng,NEG,2
Màu thì đẹp chất thun ok nhung hơi nhỏ và ngắn,NEU,3
Chất lượng sản phẩm tốt nhưng giao hàng chậm,NEU,3
Rep ib rất chậm,NEG,1
"Chất lượng sản phẩm tuyệt vời, mình gầy quá nên trông rộng :((",NEU,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
Khóa rít kéo lên xuống hơi khó,NEG,2
Chưa bàn đến chất lượng nhưng nhận hàng thật sự cạn lời!,NEG,1
"Quần bò bầu đẹp lắm nhé, so với mua ở shop bầu rẻ dc gần nửa, bạn nào 53kg bầu 4 tháng như mình mà muốn mặc thoải mái lấy size 2xl nhé",POS,4
Hàng quá tệ quần bị rách ko bao giờ tin dc shop này ko hiểu kiểm tra hàng trc khi giao cho khách cái kiểu gì,NEG,1
Chữ in tệ lắm nha,NEG,1
"Đóng gói sản phẩm tạm được, chất lượng không tương xứng giá tiền vải quần mỏng và dễ xướt, đường may xấu không thẳng",NEG,1
Cảm ơn shop,NEU,3
Hàng mới nhận nhưng giống như xài rồi .,NEG,1
Giao hàng rất lâu,NEG,1
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Thời gian giao hàng không được nhanh cho lắm, nhưng vẫn ok",POS,5
Mặc dù đã lấy size s rồi đấy,NEG,1
"Tưởng rộng lắm, ai dè k như mình nghĩ",NEU,3
"Áo mỏng quá trời,áo có dán size thì lúc đầu ghi là có size đi,đưa áo nhỏ như gì 😪😪",NEG,1
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh chưa cắt chỉ kĩ vãi hơu thô,NEU,3
Áo ra màu ... sản phẩm tạm được,NEG,2
Giao sai sản phẩm.nhưng ko cho đổi,NEG,2
Mấy trăm ngàn biếu k shop,NEU,3
"Áo đẹp, chất dày dặn hợp mặc mùa thu, hàng giống hình",NEU,3
Len kiểu dáng rất đẹp và sang,POS,5
Còn quá nhiều chỉ thừa,NEG,2
Ok nha,NEU,3
Thời gian giao rất nhanh,POS,4
"Đóng gói chắc chăn Nhưng k biết khâu vận chuyển bảo quản thế nào mà bịch xả nào cũng lem luốt, k phai nhạt thì cũng dính chùm lên nhau",NEU,3
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh^^,POS,5
Giá cả hạt zẻ :)),POS,5
Mới mua của shop hôm vừa rồi,POS,4
Chất lượng sản phẩm tạm được Thời gian giao hàng rất chậm,NEU,3
Size hk giống như trong phân loại.đo eo đặt size về rộng quá trời,NEG,2
Vải lỗi,NEG,1
Chất mịn đẹp form body mặc siêu đẹp luôn ạ,POS,5
Không phải lỗi shop hay áo :>,NEU,3
Thời gian giao hàng nhanh.vẫn cho shop 5 sao,POS,4
Chủ shop k tương tác với khách hàng,NEU,3
"Hàng nhận là nước xả dùng cho máy giặt, trên sp ko ghi, dùng đỡ vậy chứ nhà toàn giặt tay thôi",NEG,2
Giao hàng k đúng màu.nt thì k trả lời,NEG,1
Loại gì..,NEU,3
Sẽ mua ủng hộ nếu có dịp ❤️,POS,5
48kg mà size s chật ko mặc dc,NEU,3
Chất lượng sản phẩm kém mau xau qua.ko giong hinh chut nao.truoc khi dat mua.da nt hoi shop rat ky ve xhat luong va mau sac.shop noi rat dep.vay ma khi dc ao thi hỡi ơi,NEG,1
Hơi tệ hơn chiếc kia nha,NEG,1
Eo ơi,NEG,1
Chất lượng sản phẩm tuyệt vời.Đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
"Sim mới kích hoạt, phiếu bảo hành đầy đủ",POS,5
Hang mac 1 lan da bung het chi,NEG,1
Đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
Mjk đặt màu xám shop lại gửi màu đen,NEG,2
Mình luôn muốn xem khách chụp áo thật,NEU,3
Khó dán lắm và hình dán không khít ạ,NEG,1
Kem ăn ngon nhưng giá hơi cao,NEU,3
Quan rat dep va day dan chi tiec la dinh ben hong quan bi loi rot dinh nen ko dc ok lam,POS,4
Hàng ổn,NEU,3
Áo rất đẹp,POS,5
Áo nhỏ hơn áo kia,NEG,1
"Quần chất vải ok, nhưng size M 45-50kg nhưng mình dưới 45kg mặc đã thấy hơi chật ống chân rồi, sợ mấy tháng cuối ko mặc được nữa thì uổng",NEG,2
Đầm đẹp,POS,4
Áo đepn lắm,POS,5
Bụng to hơn sợ chật,NEU,3
Hàng đẹp lắm shop ạ Chất lượng sản phẩm tuyệt vời,POS,5
Áo đẹp nhưg khi giặt bị lem màu,NEU,3
Chắc chắn sẽ mua nữa,POS,5
Đường may hình hơi ẩu,NEG,2
Thời gian giao hàng rất nhanh,POS,5
Mua lần 2,NEU,3
Rất đáng tiền Thời gian giao hàng rất nhanh,POS,5
Rep tn lâu thôi ạ,NEG,2
"Vai tạm được , so voi giá la chấp nhận",POS,4
Quần free size nhưng kích cỡ lộn xộn,NEG,1
Cảm ơn shop,NEU,3
Hình màu trắng .,NEG,1
Order size S ship M,NEG,1
"Mình cao 1m50, 48kg nhưng mặc vẫn khá rộng nên mọi ng cân nhắc trước khi mua",NEU,3
"Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Chất dày dặn nhưng áo gửi cho mình có một vệt bẩn, khôngg biết giặt có hết được ko",POS,4
cũng dc so với giá tiền,POS,4
Sai lầm khi mua quần áo trên shoppi .như rẻ rách,NEG,1
Còn ủng hộ shop dài,POS,5
tất sờn hết ca chưa dùng mà vay r,NEG,2
Mẫu này k có,NEG,2
"Mặc xinh lắm, chủ shop nhiệt tình hỗ trợ đổi size",POS,5
<3,NEU,3
Không bằng các mẫu khác của shop dù bằng giá,NEG,2
"Chán, nhìn thấy chán hẳn",NEG,1
"Hàng ok,đẹp",POS,5
Giao hàng hàng nhanh sản phẩm đẹp nhưng hơi khó làm sạch vì vải lướ,NEU,3
Ko co dãn lắm,NEG,2
Chất vải quá tồi,NEG,1
Mình ko chê sản phẩm nhưng nhận hàng ko hài lòng,NEG,2
"Shop này bán đúng quảng cáo ,tốt",POS,5
Sản phẩm phù hợp với giá tiền nhưng form áo hơi nhỏ chỉ từ 52kg trở xuống là vừa,POS,5
Chất lượng sản phẩm ổn nhưng giao sao màu mình đặt,NEG,2
Shop phục vụ rất tốt - Chất lượng sản phẩm tuyệt vời,POS,5
"áo to , ok . có đều vải dễ nhăn qá",NEG,2
"Màu tối , ko đẹp giống hình",NEG,2
"Áo siêu đẹp, giao hàng nhanh, không có chỗ nào để chê",POS,5
Áo khác không giống hình chất lượng sản phẩm tạm đượ,NEU,3
Cũng tạm đc,NEU,3
San pham ko ung y,NEG,1
Áo vải mát nhưng dễ nhăn,NEU,3
Mình chưa nhận được hàng,NEG,1
Tưởng to để rác nào ngờ nhỏ xíu,NEG,1
Mình mua 2cai,POS,5
Chất lượng sản phẩm tuyệt vời,POS,5
Rất chi là đáng tiền,POS,5
Chất lượng sản phẩm tuyệt vời san phẩm tốt va nhe,POS,5
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt,POS,5
Thời gian giao hàng rất nhanh Rất đáng tiền,POS,4
"Hàng tạm.được, hơi cứng",NEU,3
Giao hàng hơi lâu,NEG,2
Hang wa xau ko giong hinh .chac mua 1 lan chay tron lun.dang hinh ban ko giong mau da ra mau vang,NEG,1
Tệ .....,NEG,1
Chất vải đẹp phù hợp vs giá tiền,POS,5
Áo crt bị lỗi :((,NEG,1
Áo chất cũng không đc đẹp lắm,NEG,2
Mỗi tội rộng vãi nhái,NEG,2
Rất đáng tiền,POS,5
Đóng gói sản phẩm tạm được Thời gian giao hàng tạm được,NEU,3
k thì coi như mất xèg nhu 🤔🤔,NEU,3
Shop gửi m có 1 nửa bị size nhỏ hơn,NEU,3
Chất lượng sp kém. hàng gửi về chưa gì đã rác,NEG,1
Ai mua một là hay hỏi shop tư vấn,NEU,3
Hàng chất mà rẻ nữa,POS,4
Sẽ mua tiếp nếu shop có mẫu nào mới,POS,5
Cho 5 sao,POS,5
Phải sửa lại moi mặc dk,NEU,3
Mặc chơi 2-3 lần là bung hết,NEG,1
Mọi người yên tâm mua đồ ở shop nhé ❤️ thời gian giao hàng cũng nhanh nữa,POS,4
"chất vải đẹp,mát",POS,4
Đặt 5sp nhưng giao có 4sp,NEG,1
Không đung size,NEG,1
Rong hon so voi size chuan,NEG,2
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn, áo ở ngoài đẹp hơn trong hình",POS,5
😶😶😶,NEU,3
Hàng đẹp lắm,POS,4
Thoi gian giao hang rat cham,NEG,1
Chất lượng sản phẩm tuyệt vời. chị chủ toẹt vời,POS,5
"Giao sai màu, chất áo với giá như vậy là được",NEG,1
Bán sản phẩm mà không biết check bảo hành,NEG,2
Thanks shop,POS,4
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh Ngoài ra còn tặng mặt nạ nữa,POS,5
Với giá tiền thì kg mỏng như mình nghĩ,NEG,2
Chất da cá dày dặn,NEU,3
Nhét tùm lum trong môt cái thùng,NEG,2
"Sp giống hình, k xuất sắc như mong đợi",NEU,3
Mới uống đc gần 2 ngày mà đã giảm được 2kg rồi,POS,4
Hàng thất lạc ko nhận dc sản phẩm shop nhé buồn vận chuyển,NEU,3
Màu thì ko thực sự giống trong hình,NEG,1
Mặc lên dính sát vào người chứ không đứng áo như trong hình,NEG,2
Bán hàng toàn up ảnh photoshop-->có cảm giác bị lừa tình,NEG,1
Cũng k tư vấn j,NEG,2
Màu vàng hơi tối,NEG,2
Hàng đẹp chất lượng,POS,5
"Chất lượng sản phẩm tạm được,cổ áo ko giống hình,nhận áo hơi thất vọng,đường may sơ sài,so với giá áo chưa hợp lý,hi vọng shop nâng cao chất lượng tốt hơn",NEG,2
Mẫu ko đúng như trong hình,NEG,2
